naics_code,federal_action_obligation,awarding_agency_name,awarding_sub_agency_name,award_description,funding_office_name,recipient_name,recipient_county_name,recipient_congressional_district,recipient_zip_4_code,implan_code,CewEmpRatio,CewWagesRatio,CewAvgRatio,SourceYear
236220,1238706.42,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,SOUTH AIRFEILD MCON PROJECTS CHINA LAKE - EXERCISE OPTION ITEMS 0038 AND 0039,NAVFAC SOUTHWEST,ENVIRONMENTAL CHEMICAL CORPORATION,SAN MATEO,14,940101805,60,NA,NA,NA,NA
236220,1240534,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X016 1679279 -- PHIBCOR-401 SCIF,EXPEDITIONARY WARFARE TRAINING,DURABLE GOOD-MEN JV LLC,SAN DIEGO,52,921106258,60,NA,NA,NA,NA
236220,1259245,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,B1393 METAL BLDG,W075 ENDIST LOS ANGELES,"OCS CONSTRUCTION SERVICES, INC.",RIVERSIDE,41,925062506,60,NA,NA,NA,NA
236220,1285935,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X015 BA1909R PAINT PREP CLEAR SPAN,COMMANDER,DURABLE GOOD-MEN JV LLC,SAN DIEGO,52,921106258,60,NA,NA,NA,NA
236220,1289500,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,COST VARIANCE ACF- WHITE MEMORIAL MED CNTR LA COUNTY CA,US ARMY ENGINEER DISTRICT SACRAMENT,ECC ENVIRONMENTAL LLC,SAN MATEO,14,940101805,60,NA,NA,NA,NA
236220,1300000,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",SUPPLEMENTAL AGREEMENT - DEFINITIZE P00315 - BLDG 500 VOLTAGE DROP,OFFICE OF CONSTRUCTION&FACILITIES MGMT (36C10F),"S. J. AMOROSO CONSTRUCTION CO., INC.",SAN MATEO,14,940651061,60,NA,NA,NA,NA
236220,1363914,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X008 D7J30417 - 4.7 WAO NEW FACILITY,NAVAL AIR WARFARE CTR WEAPONS DIV,FED CON - VC JOINT VENTURE,VENTURA,26,930234210,60,NA,NA,NA,NA
236220,1573691,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,PROVIDE SHADE STRUCTURE FOR FILLOFFLOAD OF FUEL NAVAL AIR FACIL,NAVFAC SOUTHWEST,DURABLE GOOD-MEN JV LLC,SAN DIEGO,52,921106258,60,NA,NA,NA,NA
236220,1587334,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,METRO SAN DIEGO AREA 236220 IDIQ MACC,TACTICAL TRAINING GROUP PACIFIC,"PATRICIA I. ROMERO, INC.",SAN DIEGO,51,919504332,60,NA,NA,NA,NA
236220,1623023,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1922 - SKYTOP FIRING BAYS EXERCISE OPTION ITEM 0001,NAVFAC SOUTHWEST,"HARPER CONSTRUCTION COMPANY, INC.",SAN DIEGO,52,921011769,60,NA,NA,NA,NA
236220,1700000,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",SETTLEMENT OF PARTIAL TERMINATION FOR CONVENIENCE,261-NETWORK CONTRACT OFFICE 21 (36C261),"K.O.O. CONSTRUCTION, INC.",YOLO,6,956913816,60,NA,NA,NA,NA
236220,1700234.97,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P-205 DB ALERT FORCE COMPLEX AT TAFB - FF&E,NAVFAC SOUTHWEST,"R.A. BURCH CONSTRUCTION CO., INC.",SAN DIEGO,50,920651871,60,NA,NA,NA,NA
236220,1832062,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X002 1670721 - NBC-797 BUILD PEB STRUCTURE FOR TRAINER (CBMM),NAVFAC SOUTHWEST,"PATRICIA I. ROMERO, INC.",SAN DIEGO,51,919504332,60,NA,NA,NA,NA
236220,1856663,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,ASP BUNKERSMONITORING WELLS,W075 ENDIST LOS ANGELES,J G CONTRACTING,SAN LUIS OBISPO,24,934449282,60,NA,NA,NA,NA
236220,1897393,DEPARTMENT OF DEFENSE (DOD),DEFENSE LOGISTICS AGENCY,8508405551!INSULATED STORAGE ROOM,DLA DISTRIBUTION,"SPECTRUM SERVICES GROUP, INC",SACRAMENTO,3,958341159,60,NA,NA,NA,NA
236220,1967230,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,FINAL DENIAL BARRIER SYST FOR AFRL EDWARDS AFB CA,W075 ENDIST LOS ANGELES,"ALOHA CONSTRUCTION SERVICES, INC.",RIVERSIDE,42,925635856,60,NA,NA,NA,NA
236220,1975836,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,ROAD FOR DENIAL BARRIER,W075 ENDIST LOS ANGELES,"ALOHA CONSTRUCTION SERVICES, INC.",RIVERSIDE,42,925635856,56,NA,NA,NA,NA
236220,1996858.38,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,BUILDING 224 RESKINNING JOB,W6GS USAG FT HUNTER LIGGETT,"AHTNA DESIGN-BUILD, INC.",YOLO,6,956913483,60,NA,NA,NA,NA
236220,2213896.04,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,7 JOBS PER FHL JOC,W6GS USAG FT HUNTER LIGGETT,"AHTNA DESIGN-BUILD, INC.",YOLO,6,956913483,60,NA,NA,NA,NA
236220,2229553,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,EXERCISE OPTIONS 0002B AND 0003B FOR P510 - AERIAL PORT SQUADRON MATERIEL WAREHOUSE,AFLCMC EN_EZ,"R.A. BURCH CONSTRUCTION CO., INC.",SAN DIEGO,50,920651871,60,NA,NA,NA,NA
236220,2332412.48,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,PRE-ENGINEERED METAL BUILDING,US ARMY ENGINEER DISTRICT SACRAMENT,LEGEND CONSTRUCTION AND PAINTING INC.,PLACER,4,956785902,56,NA,NA,NA,NA
236220,2333061.46,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,ELECTRICAL SUSBSTATION 3A -EDWARDS AFB,W075 ENDIST LOS ANGELES,"MX CONSTRUCTION, INC.",SAN LUIS OBISPO,24,934445626,60,NA,NA,NA,NA
236220,2447205.24,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,SOUTH AIRFEILD MCON PROJECTS CHINA LAKE - EXERCISE OPTION 0043 FOR P1900 P1901 AND P1908.,NAVAL AIR WARFARE CTR WEAPONS DIV,ENVIRONMENTAL CHEMICAL CORPORATION,SAN MATEO,14,940101805,60,NA,NA,NA,NA
236220,2663310.23,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,REPROCUREMENT DBB NAVY LODGE ADDITION LA MESA NSAM CA BASE BID OPT 12 AND 3  FFP,COMMANDING OFFICER,"JACOB CONSTRUCTION & DESIGN, INC",SAN LUIS OBISPO,24,934015702,60,NA,NA,NA,NA
236220,2743894,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1919 - RADIOGRAPHIC BUILDING - NAWS CHINA LAKE CA.  THE MOD AWARDS OPITONS 0001 0002 AND 0003.,NAVAL AIR WARFARE CTR WEAPONS DIV,"HARPER CONSTRUCTION COMPANY, INC.",SAN DIEGO,52,921011769,60,NA,NA,NA,NA
236220,2895692.96,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,BASE ITEM 0001 + BID OPTION ITEM 3,NAVFAC SOUTHWEST,"HARPER CONSTRUCTION COMPANY, INC.",SAN DIEGO,52,921011769,60,NA,NA,NA,NA
236220,3481886.82,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1090 CONSOLIDATED INFORMATION CENTER PC 22: AV PACKAGE,NAVFAC SOUTHWEST,"DPR-RQ CONSTRUCTION, LLC",SAN MATEO,14,940632617,60,NA,NA,NA,NA
236220,3889726.93,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,ADVANCED ANODIZING SYSTEM,W075 ENDIST LOS ANGELES,"INTERIOR PLUS, INC.",LOS ANGELES,38,906708680,60,NA,NA,NA,NA
236220,4186815.84,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,AIRCRAFT FIRE TRAINING FACILITY,W075 ENDIST LOS ANGELES,"SIERRA PACIFIC FENCE, INC.",SAN DIEGO,49,920842529,56,NA,NA,NA,NA
236220,4250000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,SOUTH AIRFEILD MCON PROJECTS CHINA LAKE,NAVAL FAC ENGINEEERING CMD PACIFIC,ENVIRONMENTAL CHEMICAL CORPORATION,SAN MATEO,14,940101805,60,NA,NA,NA,NA
236220,5190157.95,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P-1022 AIRCRAFT PAINT COMPLEX,NAVFAC SOUTHWEST,RQ-DPR JV,SAN DIEGO,49,920087313,60,NA,NA,NA,NA
236220,5323784,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,NORTHERN CA AND NEVADA 236220 MACC,NIWC PACIFIC,AHTNA-CDM JV,ORANGE,45,926021381,60,NA,NA,NA,NA
236220,6626734.69,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",TASK ORDER FOR VA PALO ALTO DIVISION BUILDING 520 MECHANICAL,261-NETWORK CONTRACT OFFICE 21 (36C261),"SERGENT'S MECHANICAL SYSTEMS, INC.",VENTURA,26,930331854,60,NA,NA,NA,NA
236220,10485736.44,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,ACF- WHITE MEMORIAL MED CNTR BUILDOUT.,US ARMY ENGINEER DISTRICT SACRAMENT,ECC ENVIRONMENTAL LLC,SAN MATEO,14,940101805,60,NA,NA,NA,NA
236220,16319923.92,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,LRP PROJECTS NAWS CHINA LAKE CA,NAVAL AIR WARFARE CTR WEAPONS DIV,WEBCOR CONSTRUCTION L.P.,ALAMEDA,13,945023036,60,NA,NA,NA,NA
236220,18736840,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1090 CONSOLIDATED INFORMATION CENTER PC 09 INCORPORATE FY21 MILCON INCREMENTAL FUNDING,NAVFAC SOUTHWEST,"DPR-RQ CONSTRUCTION, LLC",SAN MATEO,14,940632617,60,NA,NA,NA,NA
236220,18933086,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X004 (CONSTR) P1924 - ACADEMIC TRAINING BUILDING - NAWS CHINA LAK,NAVFAC SOUTHWEST,"BARNHART-REESE CONSTRUCTION, INC.",SAN DIEGO,49,921272429,56,NA,NA,NA,NA
236220,25354000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P-3271 SIMULATOR FACILITY NAS LEMOORE,NAVFAC SOUTHWEST,"SOLPAC CONSTRUCTION, INC.",SAN DIEGO,53,921102819,56,NA,NA,NA,NA
236220,36044616,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1919 - RADIOGRAPHIC BUILDING - NAWS CHINA LAKE CA,NAVFAC SOUTHWEST,"HARPER CONSTRUCTION COMPANY, INC.",SAN DIEGO,52,921011769,60,NA,NA,NA,NA
236220,42661879,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P-1130 1ST MARINE DIVISION OPERATIONS COMPLEX,NAVFAC SOUTHWEST,"HARPER CONSTRUCTION COMPANY, INC.",SAN DIEGO,52,921011769,60,NA,NA,NA,NA
236220,46428527,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,MCON P-391 F-35C HANGAR 6 PHASE 2,NAVFAC SOUTHWEST,"HARPER CONSTRUCTION COMPANY, INC.",SAN DIEGO,52,921011769,60,NA,NA,NA,NA
236220,52301995,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1922 - SKYTOP FIRING BAYS,NAVFAC SOUTHWEST,"HARPER CONSTRUCTION COMPANY, INC.",SAN DIEGO,52,921011769,60,NA,NA,NA,NA
236220,54921192,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P510 - AERIAL PORT SQUADRON MATERIEL WAREHOUSE,NAVFAC SOUTHWEST,"R.A. BURCH CONSTRUCTION CO., INC.",SAN DIEGO,50,920651871,60,NA,NA,NA,NA
236220,113295655.6,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DESIGN BUILD MCON PROJECT P1911 - RANGE CONTROL COMPLEX NAWS CHINA LAKE CALIFORNIA,NAVY INSTALLATIONS COMMAND,WEBCOR CONSTRUCTION L.P.,ALAMEDA,13,945023036,56,NA,NA,NA,NA
236220,217657842,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1904 - MICHELSON LABORATORY COMPLEX,NAVFAC SOUTHWEST,"RQ CONSTRUCTION, LLC",SAN DIEGO,49,920087313,56,NA,NA,NA,NA
237110,-217705,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1045 NEW POTABLE WATER CONVEYANCE,SUPPLY OFFICER,FILANC-ORION JOINT VENTURE,SAN DIEGO,50,920291414,60,NA,NA,NA,NA
237110,-39846,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P-1043 WASTEWATER SYS. MCBCP,NAVFAC SOUTHWEST,CDM-FILANC JV,SAN DIEGO,49,920086526,60,NA,NA,NA,NA
237110,-27385,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1046 NORTH AREA WASTE WATER CONVEYANCE,NAVFAC SOUTHWEST,"REYES CONSTRUCTION, INC.",LOS ANGELES,35,917665463,60,NA,NA,NA,NA
237110,-20348.8,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,NAICS 2327110 BASIC CLIN FOR 8(A) SS JOC,COMMANDING GENERAL,AMA DIVERSIFIED CONSTRUCTION GROUP,LOS ANGELES,33,905056858,60,NA,NA,NA,NA
237110,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,CONTRACT MINIMUM GUARANTEE,DEFENSE FINANCE AND ACCOUNTING SERV,"SYGNOS, INC.",SAN DIEGO,52,921225778,60,NA,NA,NA,NA
237110,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,WET UTILITIES MACC,NAVFAC SOUTHWEST,TRANSTAR PIPELINE AND ORION CONSTRUCTION JV,SAN DIEGO,52,921211503,60,NA,NA,NA,NA
237110,3476.49,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",EMERGENCY PROCUREMENT - INVESTIGATE WATER LEAK AT THE FRONT OF BLDG 647 IN THE VA MATHER CAMPUS,261-NETWORK CONTRACT OFFICE 21 (36C261),"COVENTINA-GSE JV, LLC",ALAMEDA,15,945519545,60,NA,NA,NA,NA
237110,12463,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1045 NEW POTABLE WATER CONVEYANCE,SUPPLY OFFICER,FILANC-ORION JOINT VENTURE,SAN DIEGO,50,920291414,56,NA,NA,NA,NA
237110,20952,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1046 NORTH AREA WASTE WATER CONVEYANCE - PC 12,NAVFAC SOUTHWEST,"REYES CONSTRUCTION, INC.",LOS ANGELES,35,917665463,60,NA,NA,NA,NA
237110,33495,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",MONACO MECHANICAL,691-VA GREATER LA HLTHCR SYS(00691),"MONACO MECHANICAL, INC.",LOS ANGELES,37,900195016,60,NA,NA,NA,NA
237110,35765,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,N6247315D2419-0004 PCO 20 AND PCO 25,60 CES,ADGC BONITA PIPELINE JV,SAN DIEGO,50,920714725,60,NA,NA,NA,NA
237110,57090,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,ADDITIONAL WORK IAW SON,F1H3A8 9 CES CERF,"ERS INDUSTRIAL SERVICES, INC.",ALAMEDA,17,945396774,60,NA,NA,NA,NA
237110,65890,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,UNFO MOD FOR P-266 ADDITIONAL WATER SUPPLY @ EAST MIRAMAR,COMMANDING OFFICER,AGBW CORPORATION,SAN DIEGO,51,919111624,60,NA,NA,NA,NA
237110,83471,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,RECLAIMED WATER CONVEYANCE MCBCP CA,NAVFAC SOUTHWEST,ORION CONSTRUCTION CORPORATION,SAN DIEGO,49,920818316,60,NA,NA,NA,NA
237110,103013,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1045 NEW POTABLE WATER CONVEYANCE,SUPPLY OFFICER,FILANC-ORION JOINT VENTURE,SAN DIEGO,50,920291414,56,NA,NA,NA,NA
237110,106180,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,RECLAIMED WATER CONVEYANCE MCBCP CA - PCS 18 AND 19,NAVFAC SOUTHWEST,ORION CONSTRUCTION CORPORATION,SAN DIEGO,49,920818316,56,NA,NA,NA,NA
237110,147188,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1046 NORTH AREA WASTE WATER CONVEYANCE,SUPPLY OFFICER,"REYES CONSTRUCTION, INC.",LOS ANGELES,35,917665463,56,NA,NA,NA,NA
237110,196484,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,UNFORESEEN CONDITIONS MARINE CORPS BASE CAMP PENDLETON CA,COMMANDING GENERAL,ORION CONSTRUCTION CORPORATION,SAN DIEGO,49,920818316,60,NA,NA,NA,NA
237110,249827,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1046 NORTH AREA WASTE WATER CONVEYANCE,SUPPLY OFFICER,"REYES CONSTRUCTION, INC.",LOS ANGELES,35,917665463,56,NA,NA,NA,NA
237110,967000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DESIGN BUILD 5TH STREET WATER CONNECTION,NAVAL WEAPONS STATION SEAL BEACH,TRANSTAR PIPELINE AND ORION CONSTRUCTION JV,SAN DIEGO,52,921211503,56,NA,NA,NA,NA
237110,1776650.83,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P1045 NEW POTABLE WATER CONVEYANCE PC 59 ALISO CREEK HDD CLAIM,NAVFAC SOUTHWEST,FILANC-ORION JOINT VENTURE,SAN DIEGO,50,920291414,56,NA,NA,NA,NA
237110,4297000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P-266 ADDITIONAL WATER SUPPLY @ EAST MIRAMAR SAN DIEGO CA,COMMANDING OFFICER,AGBW CORPORATION,SAN DIEGO,51,919111624,56,NA,NA,NA,NA
237130,-330129.66,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,TROUBLE CALLS,NAVFAC SOUTHWEST,"FEDERAL CONSTRUCTION GROUP, INC.",SAN DIEGO,52,921112274,60,NA,NA,NA,NA
237130,-31126.68,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,HIGH VOLTAGE ELECTRIC IDIQ,NAVAL AIR WARFARE CTR WEAPONS DIV,"FEDERAL CONSTRUCTION GROUP, INC.",SAN DIEGO,52,921112274,60,NA,NA,NA,NA
237130,-31077,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DB (SB) B88 LIGHTNING PROTECTION SYSTEM,NAVAL WEAPONS STATION SEAL BEACH,"GALINDO ELECTRIC, INC.",SAN DIEGO,49,920817829,60,NA,NA,NA,NA
237130,10965.39,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X007 P1232 MICROGRID,NAVAL FACILITIES ENGINEERING COMD,"PROCAL ELECTRIC, INC.",SAN BERNARDINO,8,922775925,60,NA,NA,NA,NA
237130,16313,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,PROVIDE ELECTRICAL CONNECTIONS FOR TRAILER.,9 MXS CCEP,ATWOOD HAY INCORPORATED,YUBA,3,95903,52,NA,NA,NA,NA
237130,23401.41,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,E-MACC TASK ORDER TO FACILITATE THE TRANSFER OF ANTENNAE FROM B2145 TO B2696,F1H3A8 9 CES CERF,"NOMLAKI TECHNOLOGIES, LLC",SACRAMENTO,6,958116402,60,NA,NA,NA,NA
237130,48609,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,PHASE 7 DISTRO REA,NAVFAC SOUTHWEST,"SYNERGY ELECTRIC COMPANY, INC.",SAN DIEGO,50,920714573,60,NA,NA,NA,NA
237130,50270.08,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CAMP PARKS 2MW SOLAR ARRAY INTERCONNECT R61F CD00011 ADDED WORK FOR PG&E INTERCONNECT,US ARMY ENGINEER DISTRICT SACRAMENT,"TRI-TECHNIC, INC.",TUOLUMNE,4,953704809,52,NA,NA,NA,NA
237130,160982.11,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,MATERIAL,NAVAL AIR WARFARE CENTER,EMPIRE CABLING INC,VENTURA,26,930211700,60,NA,NA,NA,NA
237130,173948,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,E-MACC TASK ORDER TO FACILITATE THE TRANSFER OF ANTENNAE FROM B2145 TO B2696,F1H3A8 9 CES CERF,"NOMLAKI TECHNOLOGIES, LLC",SACRAMENTO,6,958116402,52,NA,NA,NA,NA
237130,187951,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X007 P1232 MICROGRID,NAVAL FACILITIES ENGINEERING COMD,"PROCAL ELECTRIC, INC.",SAN BERNARDINO,8,922775925,60,NA,NA,NA,NA
237130,291877.67,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,UESC BOA,DEFENSE FINANCE AND ACCOUNTING SERV,SOUTHERN CALIFORNIA EDISON COMPANY,LOS ANGELES,27,917703714,60,NA,NA,NA,NA
237130,778483,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,SPECTRUM BEACON TOWER,412TH TW DRP(ACQ),TASHJIAN TOWERS CORPORATION,FRESNO,21,936259762,60,NA,NA,NA,NA
237130,1137350,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X015 MIRAMAR - PRECISION APPROACH RADAR (PAR) INFRASTRUCTURE,COMMANDING OFFICER,"SYNERGY ELECTRIC COMPANY, INC.",SAN DIEGO,50,920714573,52,NA,NA,NA,NA
237130,1440231.11,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,UESC BOA BUY DOWN,DEFENSE FINANCE AND ACCOUNTING SERV,SOUTHERN CALIFORNIA EDISON COMPANY,LOS ANGELES,27,917703714,60,NA,NA,NA,NA
237130,5082425,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,SAN NICOLAS ISLAND BATTERY ENERGY STORAGE SYSTEM (BESS),NAVFAC SOUTHWEST,"TRI-TECHNIC, INC.",TUOLUMNE,4,953704809,60,NA,NA,NA,NA
237310,-2007588.93,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,MACCNAICS 237310AIRFIELD PAVINGGRP49 - PC29 DEDUCT FY12 FUNDS,NAVFAC SOUTHWEST,"HAL HAYS CONSTRUCTION, INC.",RIVERSIDE,41,925011729,60,NA,NA,NA,NA
237310,-134250,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,MATERIAL FOR SEALING AND PAINTING,NAVAL SURFACE WARFARE CENTER,"E.M. OIL TRANSPORT, INC.",LOS ANGELES,38,906406022,60,NA,NA,NA,NA
237310,-66151.48,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,P222- F-35 VERTICAL LANDING PADS AND TAXIWAY AT MCAS MIRAMAR,MCAS MIRAMAR,GRANITE CONSTRUCTION COMPANY,SANTA CRUZ,20,950765123,60,NA,NA,NA,NA
237310,-39993,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,SAN JACINTO ROAD EXTENSION MCB CP,NAVFAC SOUTHWEST,"HAL HAYS CONSTRUCTION, INC.",RIVERSIDE,41,925072309,54,NA,NA,NA,NA
237310,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DE-OBLIGATE MINIMUM CONTRACT GUARANTEE,NAVFAC SOUTHWEST,"VLJM, LLC",ORANGE,39,928324415,60,NA,NA,NA,NA
237310,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DEOBLIGATE MINIMUM GUARANTEE AMOUNT OF $5000.,NAVY CRANE CENTER,BALDI BROS. INCORPORATED,RIVERSIDE,36,922232827,60,NA,NA,NA,NA
237310,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,MINIMUM CONTRACT GUARANTEE  P00001 - DEOBLIGATION OF MINIMUM GUARANTEE,NAVFAC SOUTHWEST,"VLJM, LLC",SAN DIEGO,53,921083545,60,NA,NA,NA,NA
237310,-2000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,NO COST SETTLEMENT OF MINIMUM GUARANTEE,NAVFAC SOUTHWEST,"AC LOPEZ CONSTRUCTION, INC.",SAN DIEGO,49,920543124,60,NA,NA,NA,NA
237310,-443.7,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DE-OB MOD,NAVAL POSTGRADUATE SCHOOL,"KRITZ EXCAVATING AND TRUCKING, INC.",SAN LUIS OBISPO,24,934462883,60,NA,NA,NA,NA
237310,5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,OBLIGATE MINIMUM GUARANTEE,NAVFAC SOUTHWEST,"C J W CONSTRUCTION, INC.",ORANGE,46,927013878,60,NA,NA,NA,NA
237310,5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,OBLIGATE MINIMUM GUARANTEE,NAVFAC SOUTHWEST,MARTIN BROTHERS CONSTRUCTION,SACRAMENTO,6,958263250,60,NA,NA,NA,NA
237310,5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,OBLIGATE MINIMUM GUARANTEE,NAVFAC SOUTHWEST,ROMERO GENERAL CONSTRUCTION CORP.,SAN DIEGO,50,920261347,60,NA,NA,NA,NA
237310,5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,OBLIGATE MINIMUM GUARANTEE FOR PAVING MACC FOR NAVFAC SW AOR,NAVFAC SOUTHWEST,"DE LA FUENTE CONSTRUCTION, INC.",SAN DIEGO,51,919507927,60,NA,NA,NA,NA
237310,5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,OBLIGATE MINIMUM GUARANTEE PAVING MACC FOR NAVFAC SW AOR,NAVFAC SOUTHWEST,"ACCESS GENERAL CONTRACTING, INC.",ORANGE,47,926833192,60,NA,NA,NA,NA
237310,5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,OBLIGATION OF MINIMUM GUARANTEE FOR PAVING MACC FOR NAVFAC SW AOR,NAVFAC SOUTHWEST,"PORTILLO CONCRETE, INC.",SAN DIEGO,53,919451518,60,NA,NA,NA,NA
237310,5240,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,THE COST ASSOCIATED WITH (DE)MOBILIZATION COSTS WITH THE GOVERNMENT DELAY.,F1H3A8 9 CES CERF,S.T. RHOADES CONSTRUCTION INCORPORATED,SHASTA,1,960023902,60,NA,NA,NA,NA
